"id","labels","allProperties"
"282","[""Artist""]","{""name"":""The Notorious B.I.G."",""artist_id"":""ARSZ6MA1187FB43D29""}"
"283","[""Artist""]","{""name"":""Led Zeppelin"",""artist_id"":""ARDIBRT1187B9AF176""}"
"284","[""Artist""]","{""name"":""Sandi Thom"",""artist_id"":""ARY80281187FB3E380""}"
"285","[""Artist""]","{""name"":""Carl Belew"",""artist_id"":""ARXSPYZ1187B98972A""}"
"286","[""Artist""]","{""name"":""The Field Mice"",""artist_id"":""ARR2TI31187FB380FE""}"
"287","[""Artist""]","{""name"":""Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas"",""artist_id"":""ARNILB71187B99EC88""}"
"288","[""User""]","{""password"":""$2b$10$oyeJ70A3fP13Nt83oPtdV.h5ihcpL1CyuXvPifkFKilZP4PMHCJVe"",""gender"":""female"",""name"":""Iumia Cat"",""userId"":""572255c4-a5fd-49ab-aa26-745b963ec064"",""email"":""iumia.cat@gmail.com""}"
"289","[""Artist""]","{""name"":""Malkit Singh"",""artist_id"":""ARH4N0N1187FB3E1F1""}"
"291","[""Artist""]","{""name"":""Dean Martin"",""artist_id"":""ARIFGKC1187B9B04D5""}"
"292","[""Artist""]","{""name"":""Strata"",""artist_id"":""AR4IWYN1187FB47DF6""}"
"293","[""Artist""]","{""name"":""James Darren"",""artist_id"":""AR9YQN31187FB45B34""}"
"294","[""Artist""]","{""name"":""Till West & DJ Delicious"",""artist_id"":""ARV3IN31187FB4AAAE""}"
"295","[""Artist""]","{""name"":""Carlos Nuñez"",""artist_id"":""ARCID1N1187FB51DA0""}"
"297","[""Artist""]","{""name"":""Gene Clark"",""artist_id"":""AR7JBP41187FB3EA8A""}"
"298","[""Artist""]","{""name"":""Maysa"",""artist_id"":""ARAHQDS1187FB55275""}"
"299","[""Artist""]","{""name"":""The Shirelles"",""artist_id"":""ARALP6I1187B989E27""}"
"301","[""Artist""]","{""name"":""JDS"",""artist_id"":""AR8JSAL1187FB3CE7E""}"
"303","[""Artist""]","{""name"":""Jan Howard"",""artist_id"":""AR9EZGO1187B9A401F""}"
"304","[""Artist""]","{""name"":""Abraham Laboriel"",""artist_id"":""ARLDW6Z1187FB3F2A0""}"
"305","[""Artist""]","{""name"":""Michèle Arnaud"",""artist_id"":""ARKA2YS1187B9A4060""}"
"307","[""Artist""]","{""name"":""Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge"",""artist_id"":""ARKSBCO1241B9CE46E""}"
"308","[""Artist""]","{""name"":""The Jeff Healey Band"",""artist_id"":""AR76DOS1187FB5AE78""}"
"309","[""Artist""]","{""name"":""Angela Dimitriou"",""artist_id"":""AR4OHL91187B9B2EB9""}"
"310","[""Artist""]","{""name"":""Danny Wilson"",""artist_id"":""AR6QQY41187B990574""}"
"311","[""Artist""]","{""name"":""Lionel Rogg"",""artist_id"":""ARN8NCB1187FB49652""}"
"312","[""Artist""]","{""name"":""Java"",""artist_id"":""AREHMUC1187B98B91B""}"
"314","[""Artist""]","{""name"":""The Black Velvet Band"",""artist_id"":""ARO2EDF1187B993BD8""}"
"315","[""Artist""]","{""name"":""Lisa Lynne"",""artist_id"":""ARU0HTX1187B98B4C6""}"
"316","[""Artist""]","{""name"":""Pe'z"",""artist_id"":""ARVMPJC1187FB3B954""}"
"317","[""Artist""]","{""name"":""Shawn Colvin"",""artist_id"":""ARDW5AW1187FB55708""}"
"318","[""Artist""]","{""name"":""Stephy Tang"",""artist_id"":""ARHNL9K1187FB5730C""}"
"319","[""Album""]","{""name"":""Dancing On The Ceiling""}"
"320","[""Artist""]","{""name"":""Backstreet Boys"",""artist_id"":""AR3JMC51187B9AE49D""}"
"322","[""Artist""]","{""name"":""Kenny G featuring Daryl Hall"",""artist_id"":""AR9AWNF1187B9AB0B4""}"
"323","[""Artist""]","{""name"":""Christos Dantis"",""artist_id"":""AROGWRA122988FEE45""}"
"324","[""Artist""]","{""name"":""David Martin"",""artist_id"":""ARMBR4Y1187B9990EB""}"
"325","[""Artist""]","{""name"":""John Davis"",""artist_id"":""ARQ9BO41187FB5CF1F""}"
"326","[""Artist""]","{""name"":""Trafik"",""artist_id"":""ARKULSX1187FB45F84""}"
"328","[""Artist""]","{""name"":""Eddie Calvert"",""artist_id"":""AREDBBQ1187B98AFF5""}"
"329","[""Artist""]","{""name"":""Glad"",""artist_id"":""AR7ZKHQ1187B98DD73""}"
"330","[""Artist""]","{""name"":""Steel Rain"",""artist_id"":""ARBGXIG122988F409D""}"
"331","[""Artist""]","{""name"":""Los Manolos"",""artist_id"":""AR7SMBG1187B9B9066""}"
"332","[""Album""]","{""name"":""Outskirts""}"
"333","[""Artist""]","{""name"":""Bombay Rockers"",""artist_id"":""AR36F9J1187FB406F1""}"
"334","[""Artist""]","{""name"":""Jinx"",""artist_id"":""ARNNKDK1187B98BBD5""}"
"335","[""Artist""]","{""name"":""Chase & Status"",""artist_id"":""AR62SOJ1187FB47BB5""}"
"336","[""Artist""]","{""name"":""Tom Petty"",""artist_id"":""ARBEBBY1187B9B43DB""}"
"337","[""Artist""]","{""name"":""Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti"",""artist_id"":""ARDR4AC1187FB371A1""}"
"338","[""Artist""]","{""name"":""Pucho & His Latin Soul Brothers"",""artist_id"":""ARAGB2O1187FB3A161""}"
"339","[""Artist""]","{""name"":""Soul Mekanik"",""artist_id"":""AREDL271187FB40F44""}"
"341","[""Artist""]","{""name"":""Blingtones"",""artist_id"":""ARGSAFR1269FB35070""}"
"342","[""Artist""]","{""name"":""Luna Orbit Project"",""artist_id"":""ARULZCI1241B9C8611""}"
"345","[""Artist""]","{""name"":""King Curtis"",""artist_id"":""ARLTWXK1187FB5A3F8""}"
"346","[""Artist""]","{""name"":""Sophie B. Hawkins"",""artist_id"":""ARNF6401187FB57032""}"
"349","[""Artist""]","{""name"":""Marc Shaiman"",""artist_id"":""AR8IEZO1187B99055E""}"
"350","[""Artist""]","{""name"":""40 Grit"",""artist_id"":""AR558FS1187FB45658""}"
"351","[""Artist""]","{""name"":""Gwen Stefani"",""artist_id"":""ARVBRGZ1187FB4675A""}"
"352","[""Artist""]","{""name"":""Steve Morse"",""artist_id"":""ARWB3G61187FB49404""}"
"353","[""Artist""]","{""name"":""Bitter End"",""artist_id"":""AREVWGE1187B9B890A""}"
"354","[""Artist""]","{""name"":""Ethel Merman"",""artist_id"":""AR2JD2Z1187B998A90""}"
"356","[""Artist""]","{""name"":""Story Of The Year"",""artist_id"":""ARF6ZTO1187FB3684F""}"
"357","[""Artist""]","{""name"":""Natural Elements"",""artist_id"":""ARPYBWQ1187B989C0D""}"
"358","[""Album""]","{""name"":""Cross Currents""}"
"359","[""Artist""]","{""name"":""Neil Sedaka"",""artist_id"":""ARUE3AK1187B9AC923""}"
"360","[""Artist""]","{""name"":""Maurice Larcange"",""artist_id"":""AR6W9T51187B9A8B8E""}"
"361","[""Artist""]","{""name"":""A Static Lullaby"",""artist_id"":""ARQ05GM1187B990512""}"
"363","[""Artist""]","{""name"":""Coph Nia"",""artist_id"":""ARXN7S71187B9941BE""}"
"364","[""Artist""]","{""name"":""Tabu feat. Mitzib"",""artist_id"":""AR1072G1187FB5B351""}"
"365","[""Artist""]","{""name"":""Nights Like These"",""artist_id"":""ARXIIEY1187FB44EAF""}"
"366","[""Artist""]","{""name"":""Oasis"",""artist_id"":""ARBUOOR1187B997391""}"
"368","[""Artist""]","{""name"":""Stew"",""artist_id"":""ARGC7FQ1187FB409CC""}"
"370","[""Artist""]","{""name"":""Eddy Arnold"",""artist_id"":""AR14CJ91187FB3A994""}"
"371","[""Artist""]","{""name"":""All Time Low"",""artist_id"":""ARJV0U41187B9AB715""}"
"372","[""Artist""]","{""name"":""Brian Dullaghan"",""artist_id"":""AR502DZ1187B98F8E1""}"
"373","[""Artist""]","{""name"":""Richard Galliano"",""artist_id"":""ARWI6LR1187FB46E9F""}"
"374","[""Artist""]","{""name"":""Regina Belle"",""artist_id"":""AR0AVIB1187FB37D01""}"
"375","[""Artist""]","{""name"":""Debbie Davies"",""artist_id"":""AR7OCK81187B98D1F1""}"
"376","[""Artist""]","{""name"":""STEVE CAMP"",""artist_id"":""ARABFU01187FB46712""}"
"377","[""Artist""]","{""name"":""Jay Tee & Baby Bash"",""artist_id"":""ARF88UQ1187FB5A3E9""}"
"378","[""Artist""]","{""name"":""The Stolen Minks"",""artist_id"":""ARQZTGO11E8F5C0768""}"
"379","[""Artist""]","{""name"":""Daath"",""artist_id"":""AR08GQF1187B98E316""}"
"380","[""Artist""]","{""name"":""Extasick"",""artist_id"":""ARZGMLE11F4C840C9D""}"
"381","[""Artist""]","{""name"":""UFO"",""artist_id"":""AROATPL1187FB48E12""}"
"382","[""Artist""]","{""name"":""Avril - Remix By Ana Rago"",""artist_id"":""ARBXIDR1187B9AB77E""}"
"383","[""Artist""]","{""name"":""Pat Travers"",""artist_id"":""ARYCP7D1187B99516B""}"
"384","[""Artist""]","{""name"":""SNOWPATROL"",""artist_id"":""ARVN9FZ1187FB393F1""}"
"385","[""Artist""]","{""name"":""Die Fantastischen Vier"",""artist_id"":""ARMD6JB1187FB3B0E7""}"
"386","[""Artist""]","{""name"":""Jeanie Lambe & The Danny Moss Quartet"",""artist_id"":""ARFAGIR1187B997EA1""}"
"387","[""Album""]","{""name"":""Panjtan Ka Ghulam""}"
"388","[""Artist""]","{""name"":""Yung Joc"",""artist_id"":""AROHMXL1187B9AF4B2""}"
"389","[""Artist""]","{""name"":""Philippe Sarde"",""artist_id"":""ARWNRBH1187B9B7E68""}"
"392","[""Artist""]","{""name"":""State of Chaos"",""artist_id"":""ARZCEOJ1187B9A91C0""}"
"393","[""Artist""]","{""name"":""Dropkick Murphys"",""artist_id"":""ARD2NDU1187B99B615""}"
"394","[""Artist""]","{""name"":""Taint"",""artist_id"":""AREJO121187B995676""}"
"395","[""Artist""]","{""name"":""VHS Or Beta"",""artist_id"":""AR5WPYF1187B9B40DA""}"
"396","[""Artist""]","{""name"":""Leonard Kwan"",""artist_id"":""ARN5BHA1187B99E072""}"
"397","[""Artist""]","{""name"":""True Believers"",""artist_id"":""ARUZL121187FB4B42D""}"
"398","[""Artist""]","{""name"":""Les Hurlements D'leo"",""artist_id"":""ARW040W1187FB51082""}"
"399","[""Artist""]","{""name"":""Charanga Forever"",""artist_id"":""ARQ7XJG1187B991CEC""}"
"400","[""Artist""]","{""name"":""Zuzu Bollin"",""artist_id"":""AR7S48C1187B99711E""}"
"401","[""Artist""]","{""name"":""Bullet For My Valentine"",""artist_id"":""ARM7C1Q1187FB471C8""}"
"402","[""Artist""]","{""name"":""The Hit Factory"",""artist_id"":""ARYHTYH11EBCD7C884""}"
"403","[""Artist""]","{""name"":""Terry Snyder"",""artist_id"":""AR7UOUK1187B99078C""}"
"404","[""Artist""]","{""name"":""Marcus Miller"",""artist_id"":""ARGEKDX1187FB3A5BF""}"
"406","[""Artist""]","{""name"":""Ayo"",""artist_id"":""ARN03F71187FB4E3F4""}"
"407","[""Artist""]","{""name"":""Kid Sister"",""artist_id"":""ARJ9B1V1187FB4DD1F""}"
"408","[""Artist""]","{""name"":""Mons Leidvin Takle"",""artist_id"":""ARSS1OZ1187FB54440""}"
"409","[""Album""]","{""name"":""Whatever Happened To Boredom?""}"
"413","[""Artist""]","{""name"":""Helen Love"",""artist_id"":""ARWSMC91187B9AD369""}"
"414","[""Artist""]","{""name"":""David Mingyue Liang"",""artist_id"":""ARZAXOR11F4C83EB65""}"
"415","[""Artist""]","{""name"":""Pursuit Of Happiness"",""artist_id"":""ARFK98R1187B9B0552""}"
"416","[""Artist""]","{""name"":""Bobby Hutcherson"",""artist_id"":""ARU9Q5Q1187FB3D6EB""}"
"417","[""Artist""]","{""name"":""Gregory Isaacs"",""artist_id"":""AR57Z841187B9B7D7D""}"
"418","[""Artist""]","{""name"":""The Pharcyde"",""artist_id"":""AR82DJK1187B991107""}"
"419","[""Artist""]","{""name"":""Azis"",""artist_id"":""ARMUC731187B9A172D""}"
"420","[""Artist""]","{""name"":""Amy Winehouse"",""artist_id"":""ARWD25M1187FB4C563""}"
"421","[""Artist""]","{""name"":""George Lopez"",""artist_id"":""ARYF20K1187B9B76BD""}"
"422","[""Artist""]","{""name"":""Les Hou-Lops"",""artist_id"":""ARRESZG1187B9A3FBF""}"
"423","[""Artist""]","{""name"":""The Cosmosamatics"",""artist_id"":""ARD88QA119B3403A02""}"
"424","[""Artist""]","{""name"":""Jackie Edwards"",""artist_id"":""ARIHI8H1187B9B0058""}"
"425","[""Artist""]","{""name"":""Michael Card"",""artist_id"":""ARHO1WI1187B98CB84""}"
"426","[""Album""]","{""name"":""Un cafe_ setanta matins""}"
"427","[""Artist""]","{""name"":""Ensiferum"",""artist_id"":""ARUWB5W1187B98D7A1""}"
"428","[""Artist""]","{""name"":""Leila Chicot"",""artist_id"":""ARR9XHK1187FB3894D""}"
"430","[""Artist""]","{""name"":""Erkki Junkkarinen"",""artist_id"":""ARIUQZL1187FB4303B""}"
"431","[""Album""]","{""name"":""Miss Machine""}"
"432","[""Artist""]","{""name"":""Scar Symmetry"",""artist_id"":""ARBD4QW1187FB42153""}"
"433","[""Artist""]","{""name"":""Oztara"",""artist_id"":""AR8QW7Y119B866993A""}"
"434","[""Artist""]","{""name"":""Sonia Dersion"",""artist_id"":""ARJAVK71187B989FEF""}"
"435","[""Artist""]","{""name"":""Christina Aguilera"",""artist_id"":""AR0S7TA1187FB4D024""}"
"436","[""Artist""]","{""name"":""Headhunter"",""artist_id"":""ARVD9M11187FB49291""}"
"437","[""Artist""]","{""name"":""Eighteen Visions"",""artist_id"":""ARV1ALU1187FB4D77E""}"
"438","[""Artist""]","{""name"":""Baby Huey & The Baby Sitters"",""artist_id"":""ARVZPW91187FB4D73C""}"
"439","[""Artist""]","{""name"":""Elmore James"",""artist_id"":""ART70HI1187B9A37BC""}"
"440","[""Artist""]","{""name"":""Rising Lion"",""artist_id"":""ARCICZN11EB9C810B3""}"
"441","[""Artist""]","{""name"":""George Harrison"",""artist_id"":""ARW9QSZ1187FB4B93E""}"
"442","[""Artist""]","{""name"":""Weezer"",""artist_id"":""AR633SY1187B9AC3B9""}"
"443","[""Album""]","{""name"":""Sue Thompson - Her Very Best""}"
"444","[""Artist""]","{""name"":""Boots Randolph"",""artist_id"":""ARUF71J1187FB511C1""}"
"445","[""Artist""]","{""name"":""Jackson United"",""artist_id"":""AREP8KM1187B9A3A7B""}"
"448","[""Artist""]","{""name"":""Creedence Clearwater Revived"",""artist_id"":""ARLH4CH11C8A4173EC""}"
"450","[""Artist""]","{""name"":""B.A.D."",""artist_id"":""ARCEOW71187B9A5A71""}"
"451","[""Artist""]","{""name"":""Luar Na Lubre"",""artist_id"":""ARHBYTA1187FB3C812""}"
"452","[""Artist""]","{""name"":""Circular"",""artist_id"":""ARX0IEI1187FB4FF4B""}"
"453","[""Artist""]","{""name"":""Fruko Y Sus Tesos"",""artist_id"":""ARHEQ501187FB4F898""}"
"454","[""Artist""]","{""name"":""The Bucketheads"",""artist_id"":""AR19GQN1187FB3ACF5""}"
"455","[""Artist""]","{""name"":""The Police"",""artist_id"":""ARIPLUN1187B99B9F9""}"
"456","[""Artist""]","{""name"":""Kinky"",""artist_id"":""ARM9Q581187B98E984""}"
"457","[""Artist""]","{""name"":""The Real Kids"",""artist_id"":""AR3752L1187FB4B67E""}"
"458","[""Artist""]","{""name"":""Eddie Boyd"",""artist_id"":""ARR8AIK1187B9A0BCE""}"
"459","[""Artist""]","{""name"":""Tha Chamba"",""artist_id"":""ARIFTCD11F4C84086D""}"
"460","[""Artist""]","{""name"":""Jack Orsen & Taktlo$$"",""artist_id"":""AR6BIWA1187B9ABAE8""}"
"461","[""Artist""]","{""name"":""Olov Johansson_ Catriona Mckay"",""artist_id"":""ARYWU5F1187B9A77BE""}"
"462","[""Artist""]","{""name"":""Shriekback"",""artist_id"":""AR37ILI1187B98E27B""}"
"464","[""Artist""]","{""name"":""John Frizzell"",""artist_id"":""ARFZSPU1187B9B5BA9""}"
"465","[""Artist""]","{""name"":""Sister Hazel"",""artist_id"":""AREPD8D1187FB3F5BC""}"
"467","[""Artist""]","{""name"":""Precious Bryant"",""artist_id"":""AR858UO1187FB437B4""}"
"468","[""Album""]","{""name"":""Strictly Confidential""}"
"469","[""Artist""]","{""name"":""Selena"",""artist_id"":""AROF4LP1187FB41C51""}"
"470","[""Artist""]","{""name"":""Brooke Valentine"",""artist_id"":""AR8LMZM1187B9A8160""}"
"471","[""Artist""]","{""name"":""Krystof"",""artist_id"":""AREUYDJ1187B9BA040""}"
"472","[""Artist""]","{""name"":""Claire Hamill"",""artist_id"":""ARCP8YG1187B997D72""}"
"473","[""Artist""]","{""name"":""Los Originales De San Juan"",""artist_id"":""ARP07GD1187B9B9DA4""}"
"474","[""Artist""]","{""name"":""Black Flag"",""artist_id"":""ARQ76LG1187B9ACD84""}"
"475","[""Artist""]","{""name"":""Barbarito Diez"",""artist_id"":""ARA373P1187B9A74C7""}"
"476","[""Artist""]","{""name"":""Aaron Watson"",""artist_id"":""ARBZHTB1187FB3A725""}"
"478","[""Artist""]","{""name"":""Satan's Host"",""artist_id"":""AR2EHC11187B9AD895""}"
"479","[""Artist""]","{""name"":""The Impressions"",""artist_id"":""ARCT5P61187FB3D950""}"
"480","[""Artist""]","{""name"":""Owl City"",""artist_id"":""AR0WLH6119B8669027""}"
"481","[""Artist""]","{""name"":""Bobby Bland"",""artist_id"":""ARDK5LC1187B9AB681""}"
"482","[""Artist""]","{""name"":""Headliners"",""artist_id"":""AR5BLB01187FB57E99""}"
"483","[""Artist""]","{""name"":""Jane Winther"",""artist_id"":""ARGAWJY11F50C50904""}"
"484","[""Artist""]","{""name"":""The Rascals"",""artist_id"":""ARSYOWS1187FB41157""}"
"486","[""Artist""]","{""name"":""Emilia"",""artist_id"":""ARLZ2LD1187B9B17FD""}"
"487","[""Artist""]","{""name"":""Cómplices"",""artist_id"":""ARGWFMR1187B98D0E7""}"
"488","[""Artist""]","{""name"":""Emilio"",""artist_id"":""ARMT23H1187B995083""}"
"489","[""Artist""]","{""name"":""Nana Caymmi"",""artist_id"":""ARV6QHT1187FB5537A""}"
"490","[""Artist""]","{""name"":""Kasia Stankiewicz"",""artist_id"":""ARXY0SI1187B9B3064""}"
"491","[""Artist""]","{""name"":""Turisas"",""artist_id"":""ARNDBEM1187B9A2918""}"
"492","[""Artist""]","{""name"":""Chéco Feliciano And Joe King"",""artist_id"":""ARDNW1B1187FB4ABBB""}"
"493","[""Artist""]","{""name"":""Cache Cache"",""artist_id"":""AR5JR4O1187FB35F58""}"
"496","[""Artist""]","{""name"":""Rummage"",""artist_id"":""ARIPQAE11F4C83B78A""}"
"497","[""Artist""]","{""name"":""Adr Lavey"",""artist_id"":""ARUDPRC1257509BA98""}"
"498","[""Artist""]","{""name"":""Bill Boyd's Cowboy Ramblers"",""artist_id"":""ARJAZLO11F4C83B642""}"
"499","[""Artist""]","{""name"":""Canis Dirus"",""artist_id"":""ARSKSFC1264D0E32F8""}"
"501","[""Artist""]","{""name"":""Justin"",""artist_id"":""ARZCXO91187FB53708""}"
"502","[""Artist""]","{""name"":""La Portuaria"",""artist_id"":""AR1LQNB1187B9A6AE5""}"
"503","[""Artist""]","{""name"":""Antonis Remos"",""artist_id"":""ARVAWTX1187B9A9990""}"
"504","[""Artist""]","{""name"":""Percy Faith And His Orchestra"",""artist_id"":""ARKXLIJ1187B9A4C54""}"
"505","[""Artist""]","{""name"":""Stars Like Fleas"",""artist_id"":""AROBERX1187B9B437A""}"
"506","[""Artist""]","{""name"":""Gaetano Donizetti"",""artist_id"":""AREDW1C1187B9ACAC2""}"
"508","[""Album""]","{""name"":""Willie Bobo's Finest Hour""}"
"509","[""Artist""]","{""name"":""Little Freddie King"",""artist_id"":""AR43KFF1187B9B74B1""}"
"511","[""Artist""]","{""name"":""Andy Russell"",""artist_id"":""AR72THZ1187B9974EF""}"
"512","[""Artist""]","{""name"":""Blink-182"",""artist_id"":""ARA3I0J1187FB57869""}"
"514","[""Artist""]","{""name"":""Kali"",""artist_id"":""ARXOKNT1187B9AA521""}"
"515","[""Album""]","{""name"":""Occasional Rain""}"
"516","[""Artist""]","{""name"":""John Brown"",""artist_id"":""ARA0YAE1187B9B1D16""}"
"517","[""Artist""]","{""name"":""Abysmal Dawn"",""artist_id"":""AR4CH531187FB4EA21""}"
"518","[""Artist""]","{""name"":""Chaotica"",""artist_id"":""ARPGPI81187B98AEEA""}"
"519","[""Artist""]","{""name"":""Lara & The Gumbo Lickers"",""artist_id"":""AR1KMPF1187B99AA98""}"
"520","[""Artist""]","{""name"":""Elvin Bishop"",""artist_id"":""ARJIWJH1187FB3F6B9""}"
"521","[""Artist""]","{""name"":""Gordon Jenkins"",""artist_id"":""ARK82DC1187B9A1FEB""}"
"522","[""Artist""]","{""name"":""1. Futurologischer Congress"",""artist_id"":""ARECPYG11C8A42B5BF""}"
"523","[""Artist""]","{""name"":""Asleep At The Wheel"",""artist_id"":""AR0CDSK1187FB52ED6""}"
"524","[""Artist""]","{""name"":""Neil Innes"",""artist_id"":""AR0NKFJ1187B9AF1FF""}"
"525","[""Album""]","{""name"":""The Emperor Falls""}"
"526","[""Artist""]","{""name"":""Siouxsie"",""artist_id"":""ARSTSEH121318C5B01""}"
"528","[""Artist""]","{""name"":""Alan Silvestri"",""artist_id"":""ARFFDZU1187FB50682""}"
"529","[""Artist""]","{""name"":""Sunnyland Slim"",""artist_id"":""ARFZNR41187B990AF7""}"
"531","[""Artist""]","{""name"":""Dusminguet"",""artist_id"":""AR0693R1187FB59D32""}"
"532","[""Artist""]","{""name"":""Rudolph Valentino"",""artist_id"":""ARBON001187B99BAD8""}"
"533","[""Artist""]","{""name"":""Sylvia Patricia"",""artist_id"":""AR4PZLK1187B999B4E""}"
"534","[""Artist""]","{""name"":""Zeromancer"",""artist_id"":""ARQDWBG1187B9891D7""}"
"535","[""Album""]","{""name"":""Who Is Mike Jones?""}"
"536","[""Artist""]","{""name"":""Two Man Advantage"",""artist_id"":""ARIXCFZ1187B991009""}"
"537","[""Artist""]","{""name"":""Green Day"",""artist_id"":""ARV3CRH1187B9A1B21""}"
"538","[""Album""]","{""name"":""Tibiri Tabara""}"
"539","[""Album""]","{""name"":""Piouhgd + Widowermaker!""}"
"540","[""Artist""]","{""name"":""Chico"",""artist_id"":""ARO32TC1187FB39461""}"
"541","[""Artist""]","{""name"":""KALIMBA"",""artist_id"":""AR6GJDZ1187B991E46""}"
"542","[""Artist""]","{""name"":""SKOLD vs. KMFDM"",""artist_id"":""ARZDUML1187B9AD101""}"
"543","[""Artist""]","{""name"":""Architecture In Helsinki"",""artist_id"":""ARIW1BH1187FB4C94A""}"
"544","[""Artist""]","{""name"":""Wailing Souls"",""artist_id"":""AR0DSOO1187B9B855E""}"
"545","[""Artist""]","{""name"":""Kitaro"",""artist_id"":""AR6AGJV1187FB504BA""}"
"546","[""Artist""]","{""name"":""Alice In Chains"",""artist_id"":""ARSW5F51187FB4CFC9""}"
"547","[""Artist""]","{""name"":""Bobby Darin"",""artist_id"":""ARD0FN11187B9B25CD""}"
"548","[""Artist""]","{""name"":""Ini Kamoze"",""artist_id"":""ARXGWNG1187FB503A5""}"
"550","[""Album""]","{""name"":""Profities""}"
"552","[""Artist""]","{""name"":""De La Ghetto"",""artist_id"":""ARORSBT11F50C4A96B""}"
"553","[""Artist""]","{""name"":""Baroness"",""artist_id"":""ARKLA8V1187B999B68""}"
"555","[""Artist""]","{""name"":""Melt Banana"",""artist_id"":""ARNUPIM11F4C83BD4D""}"
"556","[""Artist""]","{""name"":""M.I.K.E."",""artist_id"":""ARO7FES1187B9A59BE""}"
"557","[""Artist""]","{""name"":""Willie Rosario"",""artist_id"":""AR9KWJK1187FB4A531""}"
"558","[""Artist""]","{""name"":""Jude Taylor & His Burning Flames"",""artist_id"":""ARBPXW61187B99D5D9""}"
"560","[""Artist""]","{""name"":""Metallica"",""artist_id"":""ART5MUE1187B98C961""}"
"561","[""Artist""]","{""name"":""Sui Generis"",""artist_id"":""ARPNDSH1187B9B942F""}"
"562","[""Artist""]","{""name"":""The Red Telephone"",""artist_id"":""AR0WXWU1187B9AB33F""}"
"563","[""Artist""]","{""name"":""T-Bone"",""artist_id"":""ARHUQUF1187FB382E6""}"
"564","[""Artist""]","{""name"":""Bill Douglas"",""artist_id"":""ARBXBQR1187FB56FA5""}"
